Index,Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI,pet,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus
3003,-30.27402,30.69602,7/11/2012,16386,9951,12149.5,9854.5,0.148464194,-0.099477387,136.7,66.312,294.9,15
3004,-27.3,28.586944,7/11/2012,,,,,,,156.7,45.374,158.9,11
3005,-29.615556,27.065278,7/11/2012,15666.5,10670,13752.5,11747.5,0.065059995,-0.12621558,190.7,77.837,230.2,10
3006,-34.405833,19.600556,7/11/2012,,,,,,,168.7,48.064,1010,14
3007,-27.01011111,26.69808333,8/11/2012,13465,9893,11953.5,10263.5,0.059464563,-0.094317168,184.40001,144.972,709,56
3008,-30.830556,26.921389,8/11/2012,12512,9265.5,10885,9337,0.06953883,-0.080370214,197.7,90.86,194,24
3009,-22.91028,29.61111,8/11/2012,14339.5,10224,14795,11985,-0.015634385,-0.182701147,145.3,33.528,99.1,11
3010,-26.861111,28.884722,8/11/2012,16702,10224,15283,12502.5,0.044364546,-0.198337711,152.7,177.566,692,106
3011,-27.00222,28.76528,8/11/2012,14442,10770,15227,12544.5,-0.026458593,-0.171442859,154.2,74.32,230.4,30
3012,-27.02314,28.59389,8/11/2012,14489.5,11140,13288.5,11467,0.043235654,-0.08795055,157,92.307,283.4,43
3013,-26.648056,27.089444,8/11/2012,,,,,,,171.8,266.146,689,20
3014,-26.880278,26.965,8/11/2012,13673.5,10100.5,15278,12620,-0.055420272,-0.204011269,175.40001,265.219,802,149
3015,-26.98472222,26.63227778,8/11/2012,15078,10385,15196,12427.5,-0.003897734,-0.18806927,183.7,271.678,1292,18
3016,-29.028629,24.638389,8/11/2012,15214,10247,14594.5,13002,0.020782663,-0.175009561,231.6,149.615,594,10
3017,-30.679722,26.7125,8/11/2012,11203,9985.5,7995,7866.5,0.16710074,0.110703262,205.2,83.376,169.1,27
3018,-30.160091,27.40124,8/11/2012,15529.5,10326.5,16080,13284.5,-0.01741565,-0.217881961,184.1,98.464,217.4,10
3019,-30.336111,27.359444,8/11/2012,33140.5,65535,65535,26157.5,-0.328293244,0,185.8,65.098,152.8,43
3020,-34.329722,18.990278,8/11/2012,13654,9276,13107.5,11045.5,0.020421127,-0.171175196,164,15.262,156.9,10
3021,-29.658056,25.973333,9/11/2012,13926.5,10111,14689.5,12679,-0.026663405,-0.184613213,213.6,342.633,838,11
3022,-31.000833,26.353056,9/11/2012,,,,,,,207,317.239,756,53
3023,-29.803611,30.516111,9/11/2012,19050.5,9938,14580,11072.5,0.13292993,-0.189330288,132.3,59.143,241,10
3024,-25.99136,27.84208,12/11/2012,16117,9841,14523,11468.5,0.052023499,-0.192168774,163.40001,112.862,413,52
3025,-26.861111,28.884722,12/11/2012,16702,10224,15283,12502.5,0.044364546,-0.198337711,152.7,151.454,577,106
3026,-26.45,28.085833,12/11/2012,15975.5,10120,16067.5,12355,-0.002871142,-0.227112172,160.7,123.853,606,183
3027,-27.671111,27.236944,12/11/2012,15818.5,10789.5,14834.5,12462,0.032101263,-0.157859819,181.8,170,363,25
3028,-33.38056,19.30167,12/11/2012,,,,,,,208.3,37.496,306.6,87
3029,-32.502778,19.535833,12/11/2012,17171.5,12180.5,19564.5,17277.5,-0.065140462,-0.23260356,237.5,5.382,77.1,10
3030,-27.01011111,26.69808333,13-11-2012,13465,9893,11953.5,10263.5,0.059464563,-0.094317168,184.40001,148.117,740,96
3031,-31.860278,18.6875,13-11-2012,15426,10329.5,14039.5,11594.5,0.04705503,-0.152242603,235.40001,28.333,262.7,10
3032,-25.73411,27.21422,13-11-2012,,,,,,,167.3,10.506,53.2,18
3033,-22.43772222,31.07805556,13-11-2012,14338.5,10495.5,14794,12257.5,-0.015635459,-0.169971727,157.2,64.149,250.3,13
3034,-29.380556,30.2775,13-11-2012,19285.5,9549.5,13860,10398,0.163687378,-0.184134646,132,23.178,83.3,10
3035,-27.169444,29.233889,13-11-2012,,,,,,,148.5,56.415,221.4,10
3036,-27.00222,28.76528,13-11-2012,14442,10770,15227,12544.5,-0.026458593,-0.171442859,154.2,85.618,249.9,77
3037,-26.970278,27.211111,13-11-2012,,,,,,,173.8,147.225,669,102
3038,-26.880278,26.965,13-11-2012,13673.5,10100.5,15278,12620,-0.055420272,-0.204011269,175.40001,270.018,875,149
3039,-26.98472222,26.63227778,13-11-2012,15078,10385,15196,12427.5,-0.003897734,-0.18806927,183.7,266.332,1261,18
3040,-27.935,26.126667,13-11-2012,14335,10705,17813.5,15537,-0.108201005,-0.249259253,198.6,180.021,761,10
3041,-32.595833,19.009444,13-11-2012,15930.5,9884,13610,10974.5,0.078553173,-0.158593683,237.40001,6.556,84.1,10
3042,-25.45963889,28.26430556,13-11-2012,15783,9857.5,13865.5,11355,0.064674435,-0.168949964,167,176.192,652,82
3043,-29.161667,23.696389,14-11-2012,,,,,,,242.5,102.493,245.6,10
3044,-25.81048333,27.90955222,14-11-2012,5687.5,4719.5,5176,4437.5,0.047084273,-0.04613208,166.5,151.856,559,10
3045,-27.3,28.586944,14-11-2012,,,,,,,156.7,54.227,182.8,10
3046,-33.31388889,19.07472222,14-11-2012,14585.5,9649.5,13676,11455,0.03218159,-0.172622237,220.3,11.676,199.3,15
3047,-33.13083,18.86278,14-11-2012,15951.5,10505,15080,12710,0.028084366,-0.178815712,216,43.79,380,75
3048,-27.5275,30.858056,15-11-2012,13913,10072,15980,14371.5,-0.069146623,-0.226777215,136.1,29.042,83.1,10
3049,-33.7075,18.97444444,15-11-2012,14723,9748.5,12990,10629.5,0.062533829,-0.142555578,214.3,23.118,176.4,49
3050,-34.250556,20.9925,16-11-2012,13387,9041.5,12897,10422,0.01864252,-0.175741277,181.5,48.395,846,20
3051,-24.679167,30.8025,19-11-2012,13212.5,9804.5,16096,14959.5,-0.098384428,-0.242910369,131.7,66.482,159.5,10
3052,-26.45,28.085833,19-11-2012,15975.5,10120,16067.5,12355,-0.002871142,-0.227112172,160.7,101.605,605,183
3053,-28.116667,26.725278,19-11-2012,,,,,,,191.7,204,1395.5,11
3054,-29.160278,26.573333,19-11-2012,,,,,,,204.2,128,297,42
3055,-27.01011111,26.69808333,20-11-2012,13465,9893,11953.5,10263.5,0.059464563,-0.094317168,184.40001,162.142,724,110
3056,-24.183889,30.823889,20-11-2012,13520.5,9747,13302.5,11431.5,0.008127353,-0.154254973,148,159.638,356.7,10
3057,-25.127778,27.628889,20-11-2012,,,,,,,178.2,171.539,682,166
3058,-25.20639,27.558,20-11-2012,,,,,,,176.5,126.397,673,15
3059,-26.861111,28.884722,20-11-2012,16702,10224,15283,12502.5,0.044364546,-0.198337711,152.7,185.99,691,106
3060,-27.00222,28.76528,20-11-2012,14549.5,10035,14247,11181,0.010504749,-0.173461824,154.2,92.514,266.1,29
3061,-26.648056,27.089444,20-11-2012,,,,,,,171.8,259.672,690,18
3062,-26.970278,27.211111,20-11-2012,,,,,,,173.8,146.722,655,165
3063,-26.880278,26.965,20-11-2012,13673.5,10100.5,15278,12620,-0.055420272,-0.204011269,175.40001,259.948,799,149
3064,-26.98472222,26.63227778,20-11-2012,15078,10385,15196,12427.5,-0.003897734,-0.18806927,183.7,194.649,974,18
3065,-31.396,29.2651,20-11-2012,14776.5,10811.5,8493.5,8144,0.270004297,0.12007252,143.3,58.873,142.2,10
3066,-31.554722,29.245556,20-11-2012,,,,,,,134.90001,89.688,243,13
3067,-34.031944,22.053333,20-11-2012,12478,8860,11428,9920,0.043922028,-0.126577287,162.2,11.906,337.4,10
3068,-34.039722,22.133333,20-11-2012,19370.5,9954,14602,11194,0.140363529,-0.189281642,160.1,31.668,349.7,10
3069,-29.161667,23.696389,21-11-2012,,,,,,,242.5,110.251,254.6,10
3070,-28.7115,24.07288889,21-11-2012,,,,,,,236,177.199,1132,13
3071,-28.747778,31.745833,21-11-2012,,,,,,,139.6,84.012,417,10
3072,-28.141944,26.417778,21-11-2012,14799,9810,16112,13543,-0.042476788,-0.243113957,197.6,203.644,505,43
3073,-30.27402,30.69602,10/10/2012,14796.5,9576,12173,9694,0.097276553,-0.119407789,136.7,47.475,350.8,14
3074,-29.160278,26.573333,21-11-2012,,,,,,,204.2,177,496,42
3075,-30.570833,29.150556,21-11-2012,14860,10452.5,14116,12066.5,0.025676422,-0.149113703,142.3,24.329,113.3,13
3076,-31.104278,29.399722,21-11-2012,14263,9567.5,10545,9021,0.149871009,-0.048601616,141.3,68.172,160.2,10
3077,-34.02861,22.22222,21-11-2012,17257,9173.5,12533.5,9908.5,0.158557258,-0.154788778,156.6,29.72,415,10
3078,-34.005833,22.351111,21-11-2012,16635.5,9697,14930,11807.5,0.054030508,-0.212490356,153.1,26.677,784,37
3079,-29.140556,31.391944,22-11-2012,,,,,,,135.7,69.782,198.3,15
3080,-24.39619444,27.08983333,22-11-2012,,,,,,,178.7,154.208,714,170
3081,-28.75,30.442778,22-11-2012,,,,,,,151.6,74.044,157.8,10
3082,-27.38972222,26.46388889,22-11-2012,8384,9004,7970,7838,0.025314908,0.060916696,195.5,174.889,742,160
3083,-27.671111,27.236944,22-11-2012,15401.5,10162.5,15051.5,12406,0.011493121,-0.193900214,181.8,157.433,375,101
3084,-30.568333,29.422778,22-11-2012,,,,,,,139.40001,55.454,135.2,65
3085,-31.031389,28.883333,22-11-2012,12844,10818,11449,9787,0.057423949,-0.028337899,145.3,55.745,129.2,10
3086,-30.86013889,29.07125,22-11-2012,14041.5,10713,12067,10589.5,0.075626712,-0.059438104,147.2,70.585,150.3,10
3087,-30.77586667,29.03221667,22-11-2012,15862,10202.5,16019,12789.5,-0.004924563,-0.221821787,148,70.837,152.4,10
3088,-25.99136,27.84208,26-11-2012,16117,9841,14523,11468.5,0.052023499,-0.192168774,163.40001,88.421,332.6,14
3089,-26.73806,27.59194,26-11-2012,,,,,,,165.90001,120.904,600,134
3090,-26.45,28.085833,26-11-2012,15975.5,10120,16067.5,12355,-0.002871142,-0.227112172,160.7,91.436,522,182
3091,-33.818056,19.694722,26-11-2012,21971,18230.5,20731,18861,0.029038453,-0.064178741,210.2,15.408,253.6,10
3092,-33.897778,20.012778,26-11-2012,12797,8855,9998,8473,0.122790086,-0.060626956,198.5,93.306,1067,27
3093,-34.065833,20.404167,27-11-2012,11011,8248,8742,7989,0.114868628,-0.029075927,193.7,119.519,1462,10
3094,-28.404444,30.013056,27-11-2012,13935,9521,14593,12347.5,-0.023065059,-0.210334246,151.7,40.495,121.8,13
3095,-27.169444,29.233889,27-11-2012,,,,,,,148.5,99.307,241.4,10
3096,-26.861111,28.884722,27-11-2012,,,,,,,152.7,59.199,308.8,106
3097,-27.3,28.586944,27-11-2012,15219.5,10601,17653,14843,-0.074028443,-0.249592978,156.7,130.178,304.4,10
3098,-29.042222,24.6,27-11-2012,10914.5,9506,9258,8551,0.082116743,0.013216798,233,133,451,10
3099,-29.028629,24.638389,27-11-2012,15689,10451,14240,12139,0.048414581,-0.153456725,231.6,191,781,10
3100,-33.501667,21.624167,27-11-2012,15418,9519.5,11722,9432,0.136182756,-0.103688534,195.5,70.15,316,46
3101,-34.075556,20.145556,27-11-2012,15889,10534,16762,13492.5,-0.026737313,-0.228165299,195.2,27.149,866,10
3102,-25.45963889,28.26430556,27-11-2012,15783,9857.5,13865.5,11355,0.064674435,-0.168949964,167,144.264,538,10
3103,-28.338333,31.373611,27-11-2012,,,,,,,136.3,117.297,305.6,172
3104,-28.068333,31.55,27-11-2012,16417.5,10195,15704,12888.5,0.022212537,-0.212710915,144.90001,56.367,183,13
3105,-25.57877778,29.12747222,27-11-2012,14619.5,9809.5,14271,11751.5,0.012062789,-0.185274392,161.40001,55.582,271,10
3106,-29.161667,23.696389,28-11-2012,,,,,,,242.5,134.085,241.7,18
3107,-27.01011111,26.69808333,28-11-2012,13465,9893,11953.5,10263.5,0.059464563,-0.094317168,184.40001,151.914,683,165
3108,-25.81048333,27.90955222,28-11-2012,5687.5,4719.5,5176,4437.5,0.047084273,-0.04613208,166.5,223.246,518,10
3109,-26.648056,27.089444,28-11-2012,,,,,,,171.8,240.197,675,16
3110,-26.970278,27.211111,28-11-2012,,,,,,,173.8,155.435,646,174
3111,-26.880278,26.965,28-11-2012,13673.5,10100.5,15278,12620,-0.055420272,-0.204011269,175.40001,261.679,826,149
3112,-27.802778,28.768333,28-11-2012,,,,,,,150.7,89.201,224.4,87
3113,-26.98472222,26.63227778,28-11-2012,15078,10385,15196,12427.5,-0.003897734,-0.18806927,183.7,243.105,1130,18
3114,-34.405833,19.600556,28-11-2012,,,,,,,168.7,48.867,1229,10
3115,-29.641944,30.6875,29-11-2012,18513.5,9245,13322.5,9780.5,0.163054404,-0.180680182,135.1,53.73,283,34
3116,-25.73411,27.21422,29-11-2012,,,,,,,167.3,20.393,51,10
3117,-24.925278,29.324444,29-11-2012,,,,,,,166.8,226.016,1295,68
3118,-27.398611,26.614722,29-11-2012,16571,10538,14938.5,12012,0.051809772,-0.172727808,192.90001,287.1515,918.5,173
3119,-34.329722,18.990278,29-11-2012,13654,9276,13107.5,11045.5,0.020421127,-0.171175196,164,8.397,169.5,16
3120,-29.7775,29.470833,3/12/2012,16252,9470.5,13655,10489,0.086835858,-0.180947439,136.1,11.769,60.9,10
3121,-29.987778,29.851667,3/12/2012,19007.5,9585.5,13708.5,10278,0.161969678,-0.176998369,135.90001,33.112,101,13
3122,-29.744167,29.905833,3/12/2012,,,,,,,140.6,25.979,66.6,10
3123,-26.970278,27.211111,3/12/2012,,,,,,,173.8,140.44,617,87
3124,-26.45,28.085833,3/12/2012,15975.5,10120,16067.5,12355,-0.002871142,-0.227112172,160.7,120.546,600,182
3125,-33.31388889,19.07472222,3/12/2012,14585.5,9649.5,13676,11455,0.03218159,-0.172622237,220.3,29.01,249.2,24
3126,-25.127778,27.628889,4/12/2012,,,,,,,178.2,189.463,647,166
3127,-25.20639,27.558,4/12/2012,,,,,,,176.5,127.617,618,81
3128,-24.39619444,27.08983333,4/12/2012,,,,,,,178.7,154.454,661,170
3129,-24.69514,27.40906,4/12/2012,14223,10177,14059.5,11452,0.00578096,-0.160192272,178.7,161.646,673,161
3130,-22.769722,30.886944,4/12/2012,13370,9829,15844,13815,-0.084685425,-0.234292837,147.3,39.112,137.3,10
3131,-27.363611,31.783333,4/12/2012,19873,9504,13403.5,9667,0.19441648,-0.170228091,138.90001,63.51,221.7,21
3132,-30.733889,29.828333,4/12/2012,19523,12644,14654.5,11805,0.142447517,-0.073648735,133.8,19.139,90.2,22
3133,-26.861111,28.884722,4/12/2012,,,,,,,152.7,101.523,413,164
3134,-27.02314,28.59389,4/12/2012,6346,4967.5,5314.5,4489.5,0.088461044,-0.033748298,157,110.95,404.5,140
3135,-27.671111,27.236944,4/12/2012,,,,,,,181.8,164.522,373,16
3136,-28.69485,28.23487,4/12/2012,15407.5,9238,11940.5,9756.5,0.126773439,-0.127605827,155.40001,170.231,341.4,22
3137,-29.615556,27.065278,4/12/2012,15666.5,10670,13752.5,11747.5,0.065059995,-0.12621558,190.7,65.538,186.4,22
3138,-34.092222,21.295278,4/12/2012,17160.5,10770,19632.5,15544,-0.067186693,-0.291505633,179,22.312,313,10
3139,-33.13083,18.86278,4/12/2012,15951.5,10505,15080,12710,0.028084366,-0.178815712,216,26.129,206,18
3140,-33.7075,18.97444444,4/12/2012,14723,9748.5,12990,10629.5,0.062533829,-0.142555578,214.3,13.082,95.8,16
3141,-29.161667,23.696389,5/12/2012,,,,,,,242.5,120.809,248.6,61
3142,-27.01011111,26.69808333,5/12/2012,13465,9893,11953.5,10263.5,0.059464563,-0.094317168,184.40001,144.328,682,90
3143,-30.398056,30.601944,5/12/2012,17162.5,9231,11458.5,9097.5,0.199294225,-0.107663307,137.7,39.721,202.3,10
3144,-27.00222,28.76528,5/12/2012,14549.5,10035,14247,11181,0.010504749,-0.173461824,154.2,97.695,290.3,14
3145,-26.648056,27.089444,5/12/2012,,,,,,,171.8,255.649,675,18
3146,-26.880278,26.965,5/12/2012,13673.5,10100.5,15278,12620,-0.055420272,-0.204011269,175.40001,264.509,850.5,149
3147,-27.273889,28.49,5/12/2012,13237.5,9587,10065.5,8689,0.136119813,-0.024348047,157.5,78.076,226.6,22
3148,-27.3,28.586944,5/12/2012,15219.5,10601,17653,14843,-0.074028443,-0.249592978,156.7,69.334,206.2,20
3149,-26.98472222,26.63227778,5/12/2012,15078,10385,15196,12427.5,-0.003897734,-0.18806927,183.7,252.405,1086,18
3150,-30.336111,27.359444,5/12/2012,12000,10045,7953,7744,0.202826643,0.116235137,185.8,46.096,122.1,41
3151,-28.768056,20.720556,5/12/2012,12410,10055,11471.5,10183,0.039298202,-0.065802615,270.80002,147.535,392,31
3152,-34.039722,22.133333,5/12/2012,,,,,,,160.1,16.451,282.7,11
3153,-32.595833,19.009444,5/12/2012,15930.5,9884,13610,10974.5,0.078553173,-0.158593683,237.40001,5,74.2,10
3154,-31.860278,18.6875,6/12/2012,14944,10594.5,14694,12220,0.008435117,-0.162109259,235.40001,30.369,340,10
3155,-30.830556,26.921389,6/12/2012,12707,9615,10693.5,9499.5,0.08604517,-0.053105842,197.7,105.309,249.3,115
3156,-23.658056,31.05,6/12/2012,13533,10044,16137.5,14864,-0.087780792,-0.232740676,146.7,87.237,375,10
3157,-26.905,32.324722,6/12/2012,19261.5,11536,12934.5,10518,0.196515095,-0.057150446,144,127.263,567,30
3158,-26.98472222,26.63227778,6/12/2012,15078,10385,15196,12427.5,-0.003897734,-0.18806927,183.7,260,1165,18
3159,-31.000833,26.353056,6/12/2012,,,,,,,207,196.355,713,10
3160,-30.679722,26.7125,6/12/2012,,,,,,,205.2,53.137,138.1,94
3161,-33.501667,21.624167,6/12/2012,15418,9519.5,11722,9432,0.136182756,-0.103688534,195.5,27.209,184.1,41
3162,-33.38056,19.30167,6/12/2012,,,,,,,208.3,34.534,231.1,143
3163,-29.803611,30.516111,6/12/2012,19050.5,9938,14580,11072.5,0.13292993,-0.189330288,132.3,58.706,231.5,10
3164,-29.658056,25.973333,7/12/2012,13926.5,10111,14689.5,12679,-0.026663405,-0.184613213,213.6,274.757,654,20
3165,-28.96362,19.15486,8/12/2012,,,,,,,266.6,144.279,502,10
3166,-25.99136,27.84208,10/12/2012,16117,9841,14523,11468.5,0.052023499,-0.192168774,163.40001,87.029,302.3,10
3167,-29.380556,30.2775,10/12/2012,19285.5,9549.5,13860,10398,0.163687378,-0.184134646,132,25.539,87.4,15
3168,-26.73806,27.59194,10/12/2012,,,,,,,165.90001,134.759,586,134
3169,-26.45,28.085833,10/12/2012,15975.5,10120,16067.5,12355,-0.002871142,-0.227112172,160.7,130.701,609,182
3170,-27.671111,27.236944,10/12/2012,,,,,,,181.8,179,348,28
3171,-30.86013889,29.07125,10/12/2012,14535.5,10775,10877,9569,0.143964584,-0.004710881,147.2,48.907,111,10
3172,-31.104278,29.399722,10/12/2012,,,,,,,141.3,69.341,158.8,10
3173,-31.396,29.2651,10/12/2012,,,,,,,143.3,33.619,113.8,10
3174,-31.554722,29.245556,10/12/2012,18169.5,9283.5,12925,9745,0.168663268,-0.163968751,134.90001,48.101,179.9,32
3175,-34.005833,22.351111,10/12/2012,16635.5,9697,14930,11807.5,0.054030508,-0.212490356,153.1,29.805,341.8,38
3176,-27.01011111,26.69808333,11/12/2012,13465,9893,11953.5,10263.5,0.059464563,-0.094317168,184.40001,145.375,657,140
3177,-26.861111,28.884722,11/12/2012,,,,,,,152.7,118.898,444,164
3178,-27.00222,28.76528,11/12/2012,14549.5,10035,14247,11181,0.010504749,-0.173461824,154.2,94.123,266.9,37
3179,-26.970278,27.211111,11/12/2012,,,,,,,173.8,126.213,576,87
3180,-26.880278,26.965,11/12/2012,13673.5,10100.5,15278,12620,-0.055420272,-0.204011269,175.40001,242.422,747,149
3181,-26.98472222,26.63227778,11/12/2012,15078,10385,15196,12427.5,-0.003897734,-0.18806927,183.7,61.79,439,18
3182,-30.77586667,29.03221667,11/12/2012,15671.5,10150,14649,11748,0.033723059,-0.181418606,148,50.015,127.1,23
3183,-25.45963889,28.26430556,11/12/2012,15783,9857.5,13865.5,11355,0.064674435,-0.168949964,167,151.898,596,10
3184,-25.81048333,27.90955222,12/12/2012,5687.5,4719.5,5176,4437.5,0.047084273,-0.04613208,166.5,114.851,448,10
3185,-27.5275,30.858056,12/12/2012,17631.5,9718,13967,10998.5,0.115970695,-0.179396242,136.1,24.5535,89.35,20
3186,-28.141944,26.417778,12/12/2012,14752,9836,16044.5,13504,-0.041969055,-0.239891038,197.6,211.008,530,79
3187,-28.1175,26.719444,12/12/2012,14141.5,10135,14799.5,12584.5,-0.022735911,-0.187070124,191.7,215.368,1449,18
3188,-30.568333,29.422778,12/12/2012,17122,9534,12433.5,9598.5,0.158633757,-0.13199044,139.40001,55.221,130.8,10
3189,-31.031389,28.883333,12/12/2012,11054,10468,9948,8561,0.052661651,0.025470219,145.3,30.845,80,10
3190,-30.570833,29.150556,12/12/2012,14351,10193.5,11653,9890,0.103753269,-0.06680704,142.3,41.467,96.7,10
3191,-34.250556,20.9925,12/12/2012,13114,9212,13309,10614,-0.007379934,-0.181919098,181.5,34.957,553,10
3192,-24.670833,28.560833,13-12-2012,15856.5,10474,17776,14412,-0.057072772,-0.258477876,163.90001,24.101,78.1,10
3193,-27.937778,31.209444,13-12-2012,16482,9073,12664,9797,0.130995677,-0.16520219,139.7,36.934,177.8,16
3194,-27.398611,26.614722,13-12-2012,16571,10538,14938.5,12012,0.051809772,-0.172727808,192.90001,235.703,836,104
3195,-27.671111,27.236944,13-12-2012,,,,,,,181.8,147.978,340.2,28
3196,-22.43772222,31.07805556,14-12-2012,14338.5,10495.5,14794,12257.5,-0.015635459,-0.169971727,157.2,43.63,148,10
3197,-28.96362,19.15486,15-12-2012,,,,,,,266.6,126.837,436,10
3198,-28.735556,29.820556,17-12-2012,17523.5,9577.5,12628.5,9322,0.162344123,-0.137395299,151.2,40.459,112.7,15
3199,-28.7115,24.07288889,18-12-2012,13230.5,10488.5,12891.5,11447,0.012977567,-0.102780154,236,156.124,1012,14
3200,-25.127778,27.628889,18-12-2012,,,,,,,178.2,178.325,600,166
3201,-25.20639,27.558,18-12-2012,,,,,,,176.5,133.162,622,16
3202,-24.69514,27.40906,18-12-2012,14223,10177,14059.5,11452,0.00578096,-0.160192272,178.7,159.562,626,161
3203,-26.45,28.085833,18-12-2012,15975.5,10120,16067.5,12355,-0.002871142,-0.227112172,160.7,102.285,610,182
3204,-29.1825,23.575556,18-12-2012,,,,,,,242.40001,110.627,345.5,10
3205,-33.501667,21.624167,18-12-2012,15418,9519.5,11722,9432,0.136182756,-0.103688534,195.5,147.766,748,10
3206,-29.161667,23.696389,19-12-2012,8482,11021,7692,7592,0.048843823,0.177897718,242.5,86.413,247.2,10
3207,-27.01011111,26.69808333,19-12-2012,13465,9893,11953.5,10263.5,0.059464563,-0.094317168,184.40001,138,626,122
3208,-24.39619444,27.08983333,19-12-2012,,,,,,,178.7,153.687,615,78
3209,-28.404444,30.013056,19-12-2012,15864,10195,15620,12909.5,0.007749968,-0.210149138,151.7,47.33,174.6,17
3210,-26.861111,28.884722,19-12-2012,,,,,,,152.7,96.573,527,164
3211,-27.00222,28.76528,19-12-2012,14549.5,10035,14247,11181,0.010504749,-0.173461824,154.2,69.16,207,11
3212,-26.648056,27.089444,19-12-2012,15815.5,9447,13855,10529,0.066075732,-0.189168312,171.8,233.927,640,25
3213,-26.970278,27.211111,19-12-2012,,,,,,,173.8,113.563,551,151
3214,-26.880278,26.965,19-12-2012,13673.5,10100.5,15278,12620,-0.055420272,-0.204011269,175.40001,212.34,725,149
3215,-26.98472222,26.63227778,19-12-2012,15078,10385,15196,12427.5,-0.003897734,-0.18806927,183.7,209.072,930,18
3216,-28.768056,20.720556,19-12-2012,12705,10298,11398,10149.5,0.054225615,-0.05070059,270.80002,103.52,397,16
3217,-28.75,30.442778,20-12-2012,,,,,,,151.6,51.88,143.9,15
3218,-29.161667,30.629722,20-12-2012,16134.5,9815.5,15933.5,13521.5,0.006267931,-0.23760146,129.3,37.154,113.4,10
3219,-28.96362,19.15486,22-12-2012,10013,10361.5,9695,8939.5,0.016135579,0.033231122,266.6,116.539,350.5,10
3220,-28.96362,19.15486,29-12-2012,10335,10422,9839.5,9505.5,0.024560708,0.028749105,266.6,112.838,420,10
3221,-25.14944444,31.94055556,1/1/2013,16423,10571.5,15494.5,12795.5,0.029090624,-0.188866723,129.7,47.674,175.5,10
3222,-27.00222,28.76528,1/1/2013,13606,9506.5,11648,9469.5,0.077532272,-0.101231416,154.2,133.5255,338.4,21
3223,-25.127778,27.628889,2/1/2013,13829,9689,16460,14623,-0.086863218,-0.258939156,163.8,157.513,566,166
3224,-25.99136,27.84208,2/1/2013,,,,,,,150.1,71.658,227.9,15
3225,-25.20639,27.558,2/1/2013,15620.5,9889,13224,11259,0.08308343,-0.144291092,163.2,114.391,623,102
3226,-30.160091,27.40124,2/1/2013,14915.5,9741,13507,11374,0.04955581,-0.161992429,160.90001,92.439,190.1,10
3227,-28.96362,19.15486,2/1/2013,10335,10422,9839.5,9505.5,0.024560708,0.028749105,222.2,137.988,313.3,10
3228,-25.81048333,27.90955222,3/1/2013,14829.5,9586.5,13398,10507,0.050712957,-0.165829146,145,109.029,450,10
3229,-26.73806,27.59194,3/1/2013,9721,9419.5,8218,7885.5,0.083783934,0.068121899,141.1,108.105,555,134
3230,-27.398611,26.614722,3/1/2013,16088.5,9717.5,12591,10464,0.12195122,-0.128807405,157.6,187.957,523,104
3231,-27.671111,27.236944,3/1/2013,16287.5,10091,13884.5,11369.5,0.079643378,-0.15822402,146.2,132.261,325.9,36
3232,-25.45963889,28.26430556,3/1/2013,15783,9857.5,13865.5,11355,0.064674435,-0.168949964,149.8,149.031,601,10
3233,-27.01011111,26.69808333,4/1/2013,14246.5,9329,10942,9047,0.131190821,-0.079571802,116,132.739,604,35
3234,-26.648056,27.089444,4/1/2013,15815.5,9447,13855,10529,0.066075732,-0.189168312,108.3,229.591,672,19
3235,-26.970278,27.211111,4/1/2013,,,,,,,109.200005,129.967,576,151
3236,-26.880278,26.965,4/1/2013,14628.5,9549.5,15172.5,11717,-0.018254421,-0.227449235,110.200005,200.338,724,149
3237,-26.98472222,26.63227778,4/1/2013,16847.5,9912,15294,11757.5,0.048333152,-0.21352059,115.700005,213.707,724,18
3238,-28.96362,19.15486,5/1/2013,10331.5,10433,10252,9604,0.003862317,0.008750302,112.4,126.61,437,12
3239,-25.99136,27.84208,7/1/2013,,,,,,,80.3,75.492,338.3,11
3240,-28.747778,31.745833,7/1/2013,,,,,,,71.700005,89.859,348.04,10
3241,-29.7775,29.470833,7/1/2013,13699.5,9243.5,10524.5,8762.5,0.131068362,-0.0648017,61.5,25.525,59.3,10
3242,-29.744167,29.905833,7/1/2013,14214,9487,13093.5,10407,0.041032683,-0.159717455,66.5,31.847,80.1,14
3243,-26.45,28.085833,7/1/2013,15975.5,10120,16067.5,12355,-0.002871142,-0.227112172,78.3,120.102,545,182
3244,-28.768056,20.720556,7/1/2013,5178,4991,4958.5,4515.5,0.021654417,0.003266496,82.1,121.212,421,31
3245,-27.01011111,26.69808333,8/1/2013,14246.5,9329,10942,9047,0.131190821,-0.079571802,116,128.578,572,48
3246,-23.658056,31.05,8/1/2013,16174.5,9479.5,14060,11273,0.069936662,-0.19458782,102.5,77.511,248.7,38
3247,-27.169444,29.233889,8/1/2013,,,,,,,99.700005,88.461,206.7,20
3248,-26.861111,28.884722,8/1/2013,17954.5,9968,14797.5,11547,0.09639106,-0.195009186,103.6,91.115,291,108
3249,-26.648056,27.089444,8/1/2013,15815.5,9447,13855,10529,0.066075732,-0.189168312,113.6,216.09,660,15
3250,-26.970278,27.211111,8/1/2013,,,,,,,115.700005,119.786,541,24
